Time resolution is 1 ps
[SHAKE256 INPUT] Time: 279695000 | Data: b396932b
[SHAKE256 INPUT] Time: 279715000 | Data: 9f140485
[SHAKE256 INPUT] Time: 279735000 | Data: 871175e7
[SHAKE256 INPUT] Time: 279755000 | Data: 392ee5f5
[SHAKE256 INPUT] Time: 279775000 | Data: 6f377ac1
[SHAKE256 INPUT] Time: 279795000 | Data: 09273647
[SHAKE256 INPUT] Time: 279815000 | Data: 2f6f6eaf
[SHAKE256 INPUT] Time: 279835000 | Data: 91a0da9c
[SHAKE256 INPUT] Time: 279855000 | Data: 0fbd95fe
[SHAKE256 INPUT] Time: 279875000 | Data: 019780a4
[SHAKE256 INPUT] Time: 279895000 | Data: d42193bc
[SHAKE256 INPUT] Time: 279915000 | Data: 783b5f59
[SHAKE256 INPUT] Time: 279935000 | Data: 9527a90f
[SHAKE256 INPUT] Time: 279955000 | Data: e3200e8e
[SHAKE256 INPUT] Time: 279975000 | Data: a4807ac0
[SHAKE256 INPUT] Time: 279995000 | Data: bb4cf9e0
[SHAKE256 INPUT] Time: 280015000 | Data: f5d90f8d
[SHAKE256 INPUT] Time: 280035000 | Data: 34dbdda9
[SHAKE256 INPUT] Time: 280055000 | Data: 97eebc26
[SHAKE256 INPUT] Time: 280075000 | Data: a95c6d8e
[SHAKE256 INPUT] Time: 280095000 | Data: b22655ae
[SHAKE256 INPUT] Time: 280115000 | Data: ec74350b
[SHAKE256 INPUT] Time: 280135000 | Data: 883bfcd3
[SHAKE256 INPUT] Time: 280155000 | Data: 4edc88ce
[SHAKE256 INPUT] Time: 280175000 | Data: de25b003
[SHAKE256 INPUT] Time: 280195000 | Data: 0f1802ce
[SHAKE256 INPUT] Time: 280215000 | Data: 8bf7f51f
[SHAKE256 INPUT] Time: 280235000 | Data: 1f2e7b9d
[SHAKE256 INPUT] Time: 280255000 | Data: ec662f1d
[SHAKE256 INPUT] Time: 280275000 | Data: 16d91dba
[SHAKE256 INPUT] Time: 280795000 | Data: 00000440
[SHAKE256 INPUT] Time: 280815000 | Data: fbf6e09b
[SHAKE256 INPUT] Time: 280835000 | Data: aafbc46b
[SHAKE256 INPUT] Time: 280855000 | Data: 15e95ade
[SHAKE256 INPUT] Time: 280875000 | Data: e1d7f0ee
[SHAKE256 INPUT] Time: 280895000 | Data: 91cdbb43
[SHAKE256 INPUT] Time: 280915000 | Data: 0600030f
[SHAKE256 INPUT] Time: 280935000 | Data: 1296a338
[SHAKE256 INPUT] Time: 280955000 | Data: d45ed98a
[SHAKE256 INPUT] Time: 280975000 | Data: 1e7728fd
[SHAKE256 INPUT] Time: 280995000 | Data: 29561a79
[SHAKE256 INPUT] Time: 281015000 | Data: 8d9cd27e
[SHAKE256 INPUT] Time: 281035000 | Data: 03010638
[SHAKE256 INPUT] Time: 281055000 | Data: c54a4c7a
[SHAKE256 INPUT] Time: 281075000 | Data: dc910d78
[SHAKE256 INPUT] Time: 281095000 | Data: cd1c0a66
[SHAKE256 INPUT] Time: 281115000 | Data: b12bf884
[SHAKE256 INPUT] Time: 281135000 | Data: d485051d
[SHAKE256 INPUT] Time: 281155000 | Data: c9c20d8c
[SHAKE256 INPUT] Time: 281175000 | Data: e6f78dd1
[SHAKE256 INPUT] Time: 281195000 | Data: 6542bd06
[SHAKE256 INPUT] Time: 281215000 | Data: 044fcf0f
[SHAKE256 INPUT] Time: 281235000 | Data: 751d10d9
[SHAKE256 INPUT] Time: 281255000 | Data: 23fdc3b8
[SHAKE256 INPUT] Time: 281275000 | Data: bb08f028
[SHAKE256 INPUT] Time: 281295000 | Data: 9961f9db
[SHAKE256 INPUT] Time: 281315000 | Data: 2124c3ad
[SHAKE256 INPUT] Time: 281335000 | Data: 3dfb504d
[SHAKE256 INPUT] Time: 281355000 | Data: 28a40ce1
[SHAKE256 INPUT] Time: 281375000 | Data: 0f5f7801
[SHAKE256 INPUT] Time: 281395000 | Data: dfa660c2
[SHAKE256 INPUT] Time: 281415000 | Data: b6d93244
[SHAKE256 INPUT] Time: 281435000 | Data: 9c7794fb
[SHAKE256 INPUT] Time: 281455000 | Data: 2ecdbbce
[SHAKE256 INPUT] Time: 281475000 | Data: 019d48aa
[SHAKE256 INPUT] Time: 281995000 | Data: 00000440
[SHAKE256 INPUT] Time: 282015000 | Data: 61a3c928
[SHAKE256 INPUT] Time: 282035000 | Data: 1936edf1
[SHAKE256 INPUT] Time: 282055000 | Data: a21d0411
[SHAKE256 INPUT] Time: 282075000 | Data: 04e7d302
[SHAKE256 INPUT] Time: 282095000 | Data: 1e2853f8
[SHAKE256 INPUT] Time: 282115000 | Data: 522fa081
[SHAKE256 INPUT] Time: 282135000 | Data: 136ebf48
[SHAKE256 INPUT] Time: 282155000 | Data: d239398f
[SHAKE256 INPUT] Time: 282175000 | Data: 3c003fbd
[SHAKE256 INPUT] Time: 282195000 | Data: 79844c46
[SHAKE256 INPUT] Time: 282215000 | Data: bd60675f
[SHAKE256 INPUT] Time: 282235000 | Data: ca26e766
[SHAKE256 INPUT] Time: 282255000 | Data: 4c706e30
[SHAKE256 INPUT] Time: 282275000 | Data: 60953df2
[SHAKE256 INPUT] Time: 282295000 | Data: 21bf8464
[SHAKE256 INPUT] Time: 282315000 | Data: 0dd99edd
[SHAKE256 INPUT] Time: 282335000 | Data: e8601696
[SHAKE256 INPUT] Time: 282355000 | Data: e1125d6f
[SHAKE256 INPUT] Time: 282375000 | Data: 7577baeb
[SHAKE256 INPUT] Time: 282395000 | Data: d6a82862
[SHAKE256 INPUT] Time: 282415000 | Data: 7678f1ee
[SHAKE256 INPUT] Time: 282435000 | Data: e3f31d5f
[SHAKE256 INPUT] Time: 282455000 | Data: c9b8d514
[SHAKE256 INPUT] Time: 282475000 | Data: c2963be8
[SHAKE256 INPUT] Time: 282495000 | Data: 4565c823
[SHAKE256 INPUT] Time: 282515000 | Data: df1c1bb0
[SHAKE256 INPUT] Time: 282535000 | Data: 627f78fb
[SHAKE256 INPUT] Time: 282555000 | Data: eb53c74e
[SHAKE256 INPUT] Time: 282575000 | Data: 383bd566
[SHAKE256 INPUT] Time: 282595000 | Data: 8f9de6d5
[SHAKE256 INPUT] Time: 282615000 | Data: 77a1630f
[SHAKE256 INPUT] Time: 282635000 | Data: 600de5c5
[SHAKE256 INPUT] Time: 282655000 | Data: 1ab0d6f8
[SHAKE256 INPUT] Time: 282675000 | Data: 0f208e27
[SHAKE256 INPUT] Time: 283195000 | Data: 00000440
[SHAKE256 INPUT] Time: 283215000 | Data: 6fb83ab0
[SHAKE256 INPUT] Time: 283235000 | Data: 60c91e19
[SHAKE256 INPUT] Time: 283255000 | Data: d710353e
[SHAKE256 INPUT] Time: 283275000 | Data: 60648073
[SHAKE256 INPUT] Time: 283295000 | Data: 0d56fcf8
[SHAKE256 INPUT] Time: 283315000 | Data: dc2f8c93
[SHAKE256 INPUT] Time: 283335000 | Data: b9e47b16
[SHAKE256 INPUT] Time: 283355000 | Data: 98663241
[SHAKE256 INPUT] Time: 283375000 | Data: 87d3f6a8
[SHAKE256 INPUT] Time: 283395000 | Data: 104fc771
[SHAKE256 INPUT] Time: 283415000 | Data: f2b6d244
[SHAKE256 INPUT] Time: 283435000 | Data: 875fc592
[SHAKE256 INPUT] Time: 283455000 | Data: c516769f
[SHAKE256 INPUT] Time: 283475000 | Data: ad6d0b87
[SHAKE256 INPUT] Time: 283495000 | Data: 8657c799
[SHAKE256 INPUT] Time: 283515000 | Data: b3e01d5c
[SHAKE256 INPUT] Time: 283535000 | Data: 446c1612
[SHAKE256 INPUT] Time: 283555000 | Data: 0d3b1431
[SHAKE256 INPUT] Time: 283575000 | Data: 24e63746
[SHAKE256 INPUT] Time: 283595000 | Data: d0ce35ef
[SHAKE256 INPUT] Time: 283615000 | Data: 3f0bcdcb
[SHAKE256 INPUT] Time: 283635000 | Data: 692e0e5b
[SHAKE256 INPUT] Time: 283655000 | Data: dcad4af4
[SHAKE256 INPUT] Time: 283675000 | Data: 03e75732
[SHAKE256 INPUT] Time: 283695000 | Data: 32e29605
[SHAKE256 INPUT] Time: 283715000 | Data: b75fa29d
[SHAKE256 INPUT] Time: 283735000 | Data: fd9f6346
[SHAKE256 INPUT] Time: 283755000 | Data: 2ebcc93e
[SHAKE256 INPUT] Time: 283775000 | Data: 29e7b6bb
[SHAKE256 INPUT] Time: 283795000 | Data: c66eab79
[SHAKE256 INPUT] Time: 283815000 | Data: 2dac4943
[SHAKE256 INPUT] Time: 283835000 | Data: 4fec1c39
[SHAKE256 INPUT] Time: 283855000 | Data: 403099b8
[SHAKE256 INPUT] Time: 283875000 | Data: 1c609c19
[SHAKE256 INPUT] Time: 284395000 | Data: 00000440
[SHAKE256 INPUT] Time: 284415000 | Data: cc01d8e1
[SHAKE256 INPUT] Time: 284435000 | Data: 6178544c
[SHAKE256 INPUT] Time: 284455000 | Data: 8bdfcd5d
[SHAKE256 INPUT] Time: 284475000 | Data: 29e66278
[SHAKE256 INPUT] Time: 284495000 | Data: 99d32951
[SHAKE256 INPUT] Time: 284515000 | Data: 386dce5e
[SHAKE256 INPUT] Time: 284535000 | Data: 28bbceaa
[SHAKE256 INPUT] Time: 284555000 | Data: 80798dbb
[SHAKE256 INPUT] Time: 284575000 | Data: 6fa87c8b
[SHAKE256 INPUT] Time: 284595000 | Data: c0933ce2
[SHAKE256 INPUT] Time: 284615000 | Data: cb957eb9
[SHAKE256 INPUT] Time: 284635000 | Data: 8fee14e2
[SHAKE256 INPUT] Time: 284655000 | Data: 2056b43c
[SHAKE256 INPUT] Time: 284675000 | Data: 9debfe62
[SHAKE256 INPUT] Time: 284695000 | Data: ee511075
[SHAKE256 INPUT] Time: 284715000 | Data: 68f8984f
[SHAKE256 INPUT] Time: 284735000 | Data: bfb229cc
[SHAKE256 INPUT] Time: 284755000 | Data: da51682b
[SHAKE256 INPUT] Time: 284775000 | Data: 9d94469b
[SHAKE256 INPUT] Time: 284795000 | Data: a6280179
[SHAKE256 INPUT] Time: 284815000 | Data: 1077e95b
[SHAKE256 INPUT] Time: 284835000 | Data: f0ab9c45
[SHAKE256 INPUT] Time: 284855000 | Data: 97503bd4
[SHAKE256 INPUT] Time: 284875000 | Data: 05e26801
[SHAKE256 INPUT] Time: 284895000 | Data: e5b4d571
[SHAKE256 INPUT] Time: 284915000 | Data: 3f8ee257
[SHAKE256 INPUT] Time: 284935000 | Data: 61432d12
[SHAKE256 INPUT] Time: 284955000 | Data: a5d26f34
[SHAKE256 INPUT] Time: 284975000 | Data: bf49233c
[SHAKE256 INPUT] Time: 284995000 | Data: 44de321d
[SHAKE256 INPUT] Time: 285015000 | Data: eb679250
[SHAKE256 INPUT] Time: 285035000 | Data: 18285ab4
[SHAKE256 INPUT] Time: 285055000 | Data: 8ea62bdf
[SHAKE256 INPUT] Time: 285075000 | Data: f6173a30
[SHAKE256 INPUT] Time: 285595000 | Data: 00000440
[SHAKE256 INPUT] Time: 285615000 | Data: 896fa89c
[SHAKE256 INPUT] Time: 285635000 | Data: 883a91a8
[SHAKE256 INPUT] Time: 285655000 | Data: cd8a8e09
[SHAKE256 INPUT] Time: 285675000 | Data: 5abedb99
[SHAKE256 INPUT] Time: 285695000 | Data: 32a47bb2
[SHAKE256 INPUT] Time: 285715000 | Data: 4977a22e
[SHAKE256 INPUT] Time: 285735000 | Data: 955ba41a
[SHAKE256 INPUT] Time: 285755000 | Data: 00a0cd1e
[SHAKE256 INPUT] Time: 285775000 | Data: a5786f45
[SHAKE256 INPUT] Time: 285795000 | Data: f795547d
[SHAKE256 INPUT] Time: 285815000 | Data: 264599c4
[SHAKE256 INPUT] Time: 285835000 | Data: cb068e24
[SHAKE256 INPUT] Time: 285855000 | Data: 18164d86
[SHAKE256 INPUT] Time: 285875000 | Data: 947ea21a
[SHAKE256 INPUT] Time: 285895000 | Data: 78bceb06
[SHAKE256 INPUT] Time: 285915000 | Data: 81ecdf85
[SHAKE256 INPUT] Time: 285935000 | Data: 77222c06
[SHAKE256 INPUT] Time: 285955000 | Data: 767f8771
[SHAKE256 INPUT] Time: 285975000 | Data: 9726b4ce
[SHAKE256 INPUT] Time: 285995000 | Data: b024c721
[SHAKE256 INPUT] Time: 286015000 | Data: 9f3f3681
[SHAKE256 INPUT] Time: 286035000 | Data: 52371e25
[SHAKE256 INPUT] Time: 286055000 | Data: 5e7201a4
[SHAKE256 INPUT] Time: 286075000 | Data: 28c0315b
[SHAKE256 INPUT] Time: 286095000 | Data: ed7bccf1
[SHAKE256 INPUT] Time: 286115000 | Data: 9059e6ce
[SHAKE256 INPUT] Time: 286135000 | Data: d1f156e9
[SHAKE256 INPUT] Time: 286155000 | Data: b6a6b11a
[SHAKE256 INPUT] Time: 286175000 | Data: e5cd485a
[SHAKE256 INPUT] Time: 286195000 | Data: 03c93007
[SHAKE256 INPUT] Time: 286215000 | Data: 14fda900
[SHAKE256 INPUT] Time: 286235000 | Data: 82f2af26
[SHAKE256 INPUT] Time: 286255000 | Data: dcbb5007
[SHAKE256 INPUT] Time: 286275000 | Data: 3f28f219
[SHAKE256 INPUT] Time: 286795000 | Data: 00000440
[SHAKE256 INPUT] Time: 286815000 | Data: 9510a144
[SHAKE256 INPUT] Time: 286835000 | Data: 52e74b2c
[SHAKE256 INPUT] Time: 286855000 | Data: 528f9377
[SHAKE256 INPUT] Time: 286875000 | Data: 2312c705
[SHAKE256 INPUT] Time: 286895000 | Data: ae7ed349
[SHAKE256 INPUT] Time: 286915000 | Data: d9d2f53e
[SHAKE256 INPUT] Time: 286935000 | Data: c74f31e4
[SHAKE256 INPUT] Time: 286955000 | Data: 1b33b74e
[SHAKE256 INPUT] Time: 286975000 | Data: 498405ff
[SHAKE256 INPUT] Time: 286995000 | Data: 10628b6e
[SHAKE256 INPUT] Time: 287015000 | Data: d6f1bd28
[SHAKE256 INPUT] Time: 287035000 | Data: 0b5fd941
[SHAKE256 INPUT] Time: 287055000 | Data: 2634ace3
[SHAKE256 INPUT] Time: 287075000 | Data: be6f92e5
[SHAKE256 INPUT] Time: 287095000 | Data: 5322f09e
[SHAKE256 INPUT] Time: 287115000 | Data: 1f64e9a3
[SHAKE256 INPUT] Time: 287135000 | Data: e2cb8674
[SHAKE256 INPUT] Time: 287155000 | Data: c38a69e8
[SHAKE256 INPUT] Time: 287175000 | Data: fef524c1
[SHAKE256 INPUT] Time: 287195000 | Data: e5788139
[SHAKE256 INPUT] Time: 287215000 | Data: fe0e16c9
[SHAKE256 INPUT] Time: 287235000 | Data: c7270a53
[SHAKE256 INPUT] Time: 287255000 | Data: 4e49b8ee
[SHAKE256 INPUT] Time: 287275000 | Data: 22558302
[SHAKE256 INPUT] Time: 287295000 | Data: 94ad539c
[SHAKE256 INPUT] Time: 287315000 | Data: 6c8b8d17
[SHAKE256 INPUT] Time: 287335000 | Data: 9f1390c3
[SHAKE256 INPUT] Time: 287355000 | Data: e9826eef
[SHAKE256 INPUT] Time: 287375000 | Data: b8f33aa6
[SHAKE256 INPUT] Time: 287395000 | Data: 286ceffc
[SHAKE256 INPUT] Time: 287415000 | Data: 0a68a434
[SHAKE256 INPUT] Time: 287435000 | Data: 844fb908
[SHAKE256 INPUT] Time: 287455000 | Data: 71cd5e1b
[SHAKE256 INPUT] Time: 287475000 | Data: d71f3037
[SHAKE256 INPUT] Time: 287995000 | Data: 00000440
[SHAKE256 INPUT] Time: 288015000 | Data: fba3173f
[SHAKE256 INPUT] Time: 288035000 | Data: 65ea31bf
[SHAKE256 INPUT] Time: 288055000 | Data: c59abd48
[SHAKE256 INPUT] Time: 288075000 | Data: 62492bce
[SHAKE256 INPUT] Time: 288095000 | Data: 12781a7e
[SHAKE256 INPUT] Time: 288115000 | Data: 84baa9cf
[SHAKE256 INPUT] Time: 288135000 | Data: 96b69544
[SHAKE256 INPUT] Time: 288155000 | Data: 2acf1a4a
[SHAKE256 INPUT] Time: 288175000 | Data: 72844e62
[SHAKE256 INPUT] Time: 288195000 | Data: 4ff4a436
[SHAKE256 INPUT] Time: 288215000 | Data: 6a76a1a3
[SHAKE256 INPUT] Time: 288235000 | Data: 89d48d52
[SHAKE256 INPUT] Time: 288255000 | Data: 58ad5311
[SHAKE256 INPUT] Time: 288275000 | Data: 79d18d59
[SHAKE256 INPUT] Time: 288295000 | Data: 4d7be2b9
[SHAKE256 INPUT] Time: 288315000 | Data: abca8432
[SHAKE256 INPUT] Time: 288335000 | Data: 053b69ab
[SHAKE256 INPUT] Time: 288355000 | Data: 068927b0
[SHAKE256 INPUT] Time: 288375000 | Data: fc9c631e
[SHAKE256 INPUT] Time: 288395000 | Data: d5ba2fae
[SHAKE256 INPUT] Time: 288415000 | Data: 1cf176c6
[SHAKE256 INPUT] Time: 288435000 | Data: 32c0758a
[SHAKE256 INPUT] Time: 288455000 | Data: 9e0f158d
[SHAKE256 INPUT] Time: 288475000 | Data: 157c783a
[SHAKE256 INPUT] Time: 288495000 | Data: d76f914a
[SHAKE256 INPUT] Time: 288515000 | Data: d2d9c1d0
[SHAKE256 INPUT] Time: 288535000 | Data: 7dc3fa47
[SHAKE256 INPUT] Time: 288555000 | Data: db57095e
[SHAKE256 INPUT] Time: 288575000 | Data: 712a0449
[SHAKE256 INPUT] Time: 288595000 | Data: afe09235
[SHAKE256 INPUT] Time: 288615000 | Data: b59f5951
[SHAKE256 INPUT] Time: 288635000 | Data: ea11ec11
[SHAKE256 INPUT] Time: 288655000 | Data: a582dd38
[SHAKE256 INPUT] Time: 288675000 | Data: 34e9c598
[SHAKE256 INPUT] Time: 289195000 | Data: 00000440
[SHAKE256 INPUT] Time: 289215000 | Data: 7f02b213
[SHAKE256 INPUT] Time: 289235000 | Data: 440ccf6a
[SHAKE256 INPUT] Time: 289255000 | Data: 1ff7744a
[SHAKE256 INPUT] Time: 289275000 | Data: fb155a30
[SHAKE256 INPUT] Time: 289295000 | Data: 76b64206
[SHAKE256 INPUT] Time: 289315000 | Data: 1d764c7c
[SHAKE256 INPUT] Time: 289335000 | Data: 0073f5a7
[SHAKE256 INPUT] Time: 289355000 | Data: dcf5b125
[SHAKE256 INPUT] Time: 289375000 | Data: dbebf866
[SHAKE256 INPUT] Time: 289395000 | Data: f80569f7
[SHAKE256 INPUT] Time: 289415000 | Data: f0c7a9f6
[SHAKE256 INPUT] Time: 289435000 | Data: 94481ad6
[SHAKE256 INPUT] Time: 289455000 | Data: c8182bb7
[SHAKE256 INPUT] Time: 289475000 | Data: c436fada
[SHAKE256 INPUT] Time: 289495000 | Data: fcc41200
[SHAKE256 INPUT] Time: 289515000 | Data: c5eb1751
[SHAKE256 INPUT] Time: 289535000 | Data: bac09085
[SHAKE256 INPUT] Time: 289555000 | Data: d1247532
[SHAKE256 INPUT] Time: 289575000 | Data: ec21a8e9
[SHAKE256 INPUT] Time: 289595000 | Data: ef5cd576
[SHAKE256 INPUT] Time: 289615000 | Data: 40263074
[SHAKE256 INPUT] Time: 289635000 | Data: 375063bb
[SHAKE256 INPUT] Time: 289655000 | Data: 2d5cf4f7
[SHAKE256 INPUT] Time: 289675000 | Data: e9f1cd56
[SHAKE256 INPUT] Time: 289695000 | Data: 893cc5e9
[SHAKE256 INPUT] Time: 289715000 | Data: 1fd133ce
[SHAKE256 INPUT] Time: 289735000 | Data: 237df795
[SHAKE256 INPUT] Time: 289755000 | Data: ace1d1e7
[SHAKE256 INPUT] Time: 289775000 | Data: 398de90d
[SHAKE256 INPUT] Time: 289795000 | Data: 62436d21
[SHAKE256 INPUT] Time: 289815000 | Data: b43e7260
[SHAKE256 INPUT] Time: 289835000 | Data: 8f3262cc
[SHAKE256 INPUT] Time: 289855000 | Data: 5ade66f1
[SHAKE256 INPUT] Time: 289875000 | Data: 5bd81a70
[SHAKE256 INPUT] Time: 290395000 | Data: 00000440
[SHAKE256 INPUT] Time: 290415000 | Data: dff2eedd
[SHAKE256 INPUT] Time: 290435000 | Data: 39b00baa
[SHAKE256 INPUT] Time: 290455000 | Data: 0dd56614
[SHAKE256 INPUT] Time: 290475000 | Data: 33ba93ed
[SHAKE256 INPUT] Time: 290495000 | Data: 62d9f72a
[SHAKE256 INPUT] Time: 290515000 | Data: c69e04a1
[SHAKE256 INPUT] Time: 290535000 | Data: 58ec0439
[SHAKE256 INPUT] Time: 290555000 | Data: 1fd3a6f2
[SHAKE256 INPUT] Time: 290575000 | Data: ae429a88
[SHAKE256 INPUT] Time: 290595000 | Data: fcd0879d
[SHAKE256 INPUT] Time: 290615000 | Data: b4aa9304
[SHAKE256 INPUT] Time: 290635000 | Data: e0b2140a
[SHAKE256 INPUT] Time: 290655000 | Data: 8268ad1b
[SHAKE256 INPUT] Time: 290675000 | Data: 22cd8470
[SHAKE256 INPUT] Time: 290695000 | Data: b929d7ea
[SHAKE256 INPUT] Time: 290715000 | Data: 9ea2b6b5
[SHAKE256 INPUT] Time: 290735000 | Data: 0ca3c667
[SHAKE256 INPUT] Time: 290755000 | Data: cf0c367c
[SHAKE256 INPUT] Time: 290775000 | Data: 53378065
[SHAKE256 INPUT] Time: 290795000 | Data: 9729193c
[SHAKE256 INPUT] Time: 290815000 | Data: e59974a8
[SHAKE256 INPUT] Time: 290835000 | Data: faf24518
[SHAKE256 INPUT] Time: 290855000 | Data: 47a1a0fc
[SHAKE256 INPUT] Time: 290875000 | Data: 91b69815
[SHAKE256 INPUT] Time: 290895000 | Data: 20271fdb
[SHAKE256 INPUT] Time: 290915000 | Data: 02911180
[SHAKE256 INPUT] Time: 290935000 | Data: 300271e6
[SHAKE256 INPUT] Time: 290955000 | Data: 263c10e1
[SHAKE256 INPUT] Time: 290975000 | Data: 7f969f5f
[SHAKE256 INPUT] Time: 290995000 | Data: 5ab48ad5
[SHAKE256 INPUT] Time: 291015000 | Data: b98cea69
[SHAKE256 INPUT] Time: 291035000 | Data: 99dc7a14
[SHAKE256 INPUT] Time: 291055000 | Data: 64c6e79a
[SHAKE256 INPUT] Time: 291075000 | Data: fdf9fb69
[SHAKE256 INPUT] Time: 291595000 | Data: 00000440
[SHAKE256 INPUT] Time: 291615000 | Data: b7b2324c
[SHAKE256 INPUT] Time: 291635000 | Data: 0ef30b4f
[SHAKE256 INPUT] Time: 291655000 | Data: 6e5ee100
[SHAKE256 INPUT] Time: 291675000 | Data: cd068385
[SHAKE256 INPUT] Time: 291695000 | Data: 7e69e10c
[SHAKE256 INPUT] Time: 291715000 | Data: 6bbf9ba7
[SHAKE256 INPUT] Time: 291735000 | Data: a93949ab
[SHAKE256 INPUT] Time: 291755000 | Data: b712ee1b
[SHAKE256 INPUT] Time: 291775000 | Data: 658881b4
[SHAKE256 INPUT] Time: 291795000 | Data: 71f2abed
[SHAKE256 INPUT] Time: 291815000 | Data: d4a634bf
[SHAKE256 INPUT] Time: 291835000 | Data: 60612c04
[SHAKE256 INPUT] Time: 291855000 | Data: 2a10b642
[SHAKE256 INPUT] Time: 291875000 | Data: f166db7f
[SHAKE256 INPUT] Time: 291895000 | Data: 712e15ba
[SHAKE256 INPUT] Time: 291915000 | Data: 7306a11d
[SHAKE256 INPUT] Time: 291935000 | Data: 8572e15b
[SHAKE256 INPUT] Time: 291955000 | Data: acad2b37
[SHAKE256 INPUT] Time: 291975000 | Data: f9fcb7a8
[SHAKE256 INPUT] Time: 291995000 | Data: 20fb3cd7
[SHAKE256 INPUT] Time: 292015000 | Data: be730454
[SHAKE256 INPUT] Time: 292035000 | Data: f61db77d
[SHAKE256 INPUT] Time: 292055000 | Data: 69153e7d
[SHAKE256 INPUT] Time: 292075000 | Data: 897dc4c0
[SHAKE256 INPUT] Time: 292095000 | Data: c6cb9b54
[SHAKE256 INPUT] Time: 292115000 | Data: c27fa3f3
[SHAKE256 INPUT] Time: 292135000 | Data: e7143a4f
[SHAKE256 INPUT] Time: 292155000 | Data: 3f708b27
[SHAKE256 INPUT] Time: 292175000 | Data: 7ec675fd
[SHAKE256 INPUT] Time: 292195000 | Data: b95a5b28
[SHAKE256 INPUT] Time: 292215000 | Data: e7a155ed
[SHAKE256 INPUT] Time: 292235000 | Data: 608d3ea9
[SHAKE256 INPUT] Time: 292255000 | Data: 53a1597d
[SHAKE256 INPUT] Time: 292275000 | Data: ca900f93
[SHAKE256 INPUT] Time: 292795000 | Data: 00000440
[SHAKE256 INPUT] Time: 292815000 | Data: 3aaeb805
[SHAKE256 INPUT] Time: 292835000 | Data: a6dab42a
[SHAKE256 INPUT] Time: 292855000 | Data: 54a12a4b
[SHAKE256 INPUT] Time: 292875000 | Data: 4bacadee
[SHAKE256 INPUT] Time: 292895000 | Data: 638a9c9a
[SHAKE256 INPUT] Time: 292915000 | Data: b3bd5956
[SHAKE256 INPUT] Time: 292935000 | Data: 2ae58b44
[SHAKE256 INPUT] Time: 292955000 | Data: 3bfab832
[SHAKE256 INPUT] Time: 292975000 | Data: ac9c406c
[SHAKE256 INPUT] Time: 292995000 | Data: 2a8e125a
[SHAKE256 INPUT] Time: 293015000 | Data: a97a8a1e
[SHAKE256 INPUT] Time: 293035000 | Data: 661b50c5
[SHAKE256 INPUT] Time: 293055000 | Data: 110becfb
[SHAKE256 INPUT] Time: 293075000 | Data: 2f56268d
[SHAKE256 INPUT] Time: 293095000 | Data: 09ee3f2f
[SHAKE256 INPUT] Time: 293115000 | Data: 85528b92
[SHAKE256 INPUT] Time: 293135000 | Data: f8c04d2a
[SHAKE256 INPUT] Time: 293155000 | Data: 8e322b60
[SHAKE256 INPUT] Time: 293175000 | Data: 1cc49d0c
[SHAKE256 INPUT] Time: 293195000 | Data: 5cea8f2f
[SHAKE256 INPUT] Time: 293215000 | Data: 3c032d71
[SHAKE256 INPUT] Time: 293235000 | Data: 578abeeb
[SHAKE256 INPUT] Time: 293255000 | Data: 3f03c5f9
[SHAKE256 INPUT] Time: 293275000 | Data: 5cda950e
[SHAKE256 INPUT] Time: 293295000 | Data: 6ae7e305
[SHAKE256 INPUT] Time: 293315000 | Data: 48bfc6da
[SHAKE256 INPUT] Time: 293335000 | Data: b9a8c19f
[SHAKE256 INPUT] Time: 293355000 | Data: c0e74c0b
[SHAKE256 INPUT] Time: 293375000 | Data: 45cee4b7
[SHAKE256 INPUT] Time: 293395000 | Data: f84e8a76
[SHAKE256 INPUT] Time: 293415000 | Data: d6bf559d
[SHAKE256 INPUT] Time: 293435000 | Data: 6bb0154e
[SHAKE256 INPUT] Time: 293455000 | Data: 218dde81
[SHAKE256 INPUT] Time: 293475000 | Data: e45c66b5
[SHAKE256 INPUT] Time: 293995000 | Data: 00000440
[SHAKE256 INPUT] Time: 294015000 | Data: c58559ed
[SHAKE256 INPUT] Time: 294035000 | Data: 486bbbca
[SHAKE256 INPUT] Time: 294055000 | Data: f428e0e0
[SHAKE256 INPUT] Time: 294075000 | Data: a7d83e7c
[SHAKE256 INPUT] Time: 294095000 | Data: ecd2c380
[SHAKE256 INPUT] Time: 294115000 | Data: 6c837e09
[SHAKE256 INPUT] Time: 294135000 | Data: 0ab3f7f6
[SHAKE256 INPUT] Time: 294155000 | Data: 588a2594
[SHAKE256 INPUT] Time: 294175000 | Data: d68b9c3d
[SHAKE256 INPUT] Time: 294195000 | Data: 384bad14
[SHAKE256 INPUT] Time: 294215000 | Data: a39ae868
[SHAKE256 INPUT] Time: 294235000 | Data: 43f2a293
[SHAKE256 INPUT] Time: 294255000 | Data: 13109b54
[SHAKE256 INPUT] Time: 294275000 | Data: a850ebe2
[SHAKE256 INPUT] Time: 294295000 | Data: 0f3242b0
[SHAKE256 INPUT] Time: 294315000 | Data: f2d83641
[SHAKE256 INPUT] Time: 294335000 | Data: 4f35388c
[SHAKE256 INPUT] Time: 294355000 | Data: fc56f843
[SHAKE256 INPUT] Time: 294375000 | Data: 2742ed1d
[SHAKE256 INPUT] Time: 294395000 | Data: 1a614a73
